4,2017-08-19,research,K.Mimura
3,2017-08-19,research,Simulation optimization approach for hybrid flow shop scheduling problem in semiconductor back-end manufacturing
4,2017-08-19,research,"Katsumi A, Milanini J, Kiosses WB, del Pozo MA, Kaunas R, et al. (2002) Effects of cell tension on the small GTPase rac."
4,2017-08-19,research,"Gender Stereotype, Same Gender Preferences and Organizational Variation in the Hiring of Women: Evidence from Law Firms"
2,2017-07-20,research,Walnut-inspired microsized porous silicon/graphene core–shell composites for high-performance lithium-ion battery anodes
3,2017-07-20,research,A wavelet-based technique for discrim- ination between faults and magnetizing inrush currents in transformers
2,2017-07-20,research,Intention-based walking support for paraplegia patients with Robot Suit HAL
2,2017-07-19,research,An indoleacetic acid-producing Ochrobactrum sp. MGJ11 counteracts cadmium effect on soybean by promoting plant growth
2,2017-07-19,research,"author:(József Szalai) KESZ Ltd., 1095-Hungary, Budapest, Mester utca 87, Hungary"
2,2017-07-19,research,Demographic composition and projections of car use in Austria
11,2017-07-19,research,The Effect of Annealing to the Hardness of Oxide Dispersion Strengthened (ODS) Fe-15Cr-0.3Y2O3 Alloy
2,2017-07-26,research,机器视觉对防震锤的识别
3,2017-07-26,research,Side-Chain Conducting and Phase-Separated Polymeric Binders for High-Performance Silicon Anodes in Lithium-Ion Batteries
2,2017-07-26,research,An improved enhancement layer for octree based point cloud compression with plane projection approximation
2,2017-07-26,research,Study  of  structure  and  magnetism  for La0.75Sr0.25Mn(1-y)O3 and La0.6Sr0.1CuxMnO3 materials
2,2017-07-26,research,Construction and evaluation of predictive model for ischemic cardiovascular diseases of senior men based on BP neural network
2,2017-07-26,research,VLAD3: Encoding Dynamics of Deep Features for Action Recognition
4,2017-07-27,research,online community;interactivity
2,2017-07-27,research,robot dynamic stiffness performance index virbration
2,2017-07-27,research,Amorphous MoS2 as the cathode of lithium secondary batteries
2,2017-07-27,research,Complementary Split-Ring Resonator-Loaded Microfluidic Ethanol Chemical Sensor
2,2017-07-27,research,Highly elastic binders integrating polyrotaxanes for silicon microparticle anodes in lithium ion batteries
2,2017-07-27,research,For further quantitatively assess the pollution share
3,2017-07-27,research,Molybdenum disulfide polymerization
2,2017-07-27,research,A microwave resonant sensor for concentration measurements of liquid solutions
4,2017-07-17,research,JOINT QUALITY INITIATIVE
2,2017-07-17,research,"Spatial and temporal aspects of greenhouse gas emissions from Three Gorges Reservoir, China"
2,2017-07-17,research,变形体流体耦合
4,2017-07-17,research,Effective and efficient human action recognition using dynamic frame skipping and trajectory rejection
2,2017-07-17,research,Rapid microwave-assisted synthesis of mesoporous NiMoO4 nanorod/reduced graphene oxide composites for high-performance supercapacitors
2,2017-07-17,research,"Occurrence and human health risk of wastewater–derived pharmaceuticals in a drinking water source for Shanghai, East China"
2,2017-07-24,research,"B. Wang, X. Li, X. Zhang, B. Luo, Y. Zhang, L. Zhi, Adv. Mater. 2013,25, 3560 ."
2,2017-07-24,research,基于人体裸露皮肤
2,2017-07-24,research,Estimating Local Information Trustworthiness via Multi-source Joint Matrix Factorization
2,2017-07-24,research,Harmony Search Algorithms for Bi-criteria No-idle permutation Flow Shop  Scheduling Problem
2,2017-07-24,research,"(Gkatzoflias et  al. ,  2007)"
2,2017-07-24,research,The effectiveness of coping strategies used by entrepreneurs and their impact on personal well-being and venture performance
2,2017-08-01,research,"Kemenade, A. W. C. V.;Stemfoort, C. F. J. Crysr. Growth 1972,12，13"
7,2017-08-01,research,Path Planning: A* Algorithm
2,2017-08-01,research,"R. V. Parthasarathy, K. L. N. Phani and C. R. Martin, Adv. Mater., 1995, 7, 896"
2,2017-08-01,research,Transhemispheric functional reorganization of the motor cortex induced by the peripheral contralateral nerve transfer to the injured arm
3,2017-09-01,research,Large-Area 2D/3D MoS2–MoO2 Heterostructures with Thermally Stable Exciton and Intriguing Electrical Transport Behaviors
2,2017-09-01,research,Establishing a cell-affinitive interface and spreading space in a 3D hydrogel by introduction of microcarriers and an enzyme†
2,2017-09-07,research,Mixed multivariate EWMA-CUSUM control charts for an improved process monitoring
2,2017-09-07,research,Polyethylene Imine as an Ideal Interlayer for Highly Efficient Inverted Polymer Light-Emitting Diodes
2,2017-09-07,research,Sulfate removal from wastewater using ettringite precipitation: Magnesium ion inhibition and process optimization
2,2017-08-28,research,基于推理模型和模糊评估
2,2017-08-28,research,中国古陶瓷科技鉴定的基础和现状
2,2017-08-28,research,16MnCrS5焊接热影响区、
2,2017-08-28,research,Inventory Analysis on the Effect of End-of-Life Passenger Vehicle Plastic Bumper Recycling in China
3,2017-08-28,research,Minimum spectrum block consumption for shared-path protection with joint failure probability in flexible bandwidth optical networks
2,2017-08-12,research,Control of the horizontal position of a stratospheric airship during ascent and descent
2,2017-08-12,research,"Permanent magnet air-cored tubular linear generator for marine energy converters[C]//Power Electronics, Machines and Drives,"
2,2017-08-12,research,Galvanic Effect Between Ferrite and Austenite in 2205 Duplex Stainless Steel
2,2017-08-28,research,Audio analysis for multimedia retrieval from a ubiquitous home
2,2017-08-28,research,Nonlinear Modeling and System Identification for Cortical Control of Arm Prosthetics
2,2017-08-28,research,Study of a piezo-electric actuated vibratory micro-robot in stick-slip mode and investigating the design parameters
2,2017-08-28,research,"\"mechanical\" \" electrode\" author:(Kim) journal:(Nature Communications)"
6,2017-09-05,research,Insight into In Situ Amphiphilic Functionalization of Few-Layered Transition Metal Dichalcogenide Nanosheets
7,2017-09-05,research,力学 材料科学
2,2017-09-05,research,Disease and community structure: the importance of host--regulation in a host--host--pathogen model
4,2017-09-05,research,力学在材料研究中的作用
3,2017-09-05,research,A discriminative approach for speaker selection in speaker
2,2017-09-05,research,"Recently, companies such as Aquion Energy have started manufacturing NIBs for grid energy storage"
6,2017-09-05,research,粒子滤波综述
2,2017-08-12,research,"Katsumi A, Milanini J, Kiosses WB, del Pozo MA, Kaunas R, et al. (2002) Effects of cell tension on the small GTPase rac."
2,2017-08-12,research,"Heat capacity and transition behavior of sucrose by standard, fast scanning and temperature - modulated calorimetry"
2,2017-09-05,research,"Hadi A S. Finding Groups in Data: An Introduction to Chster Analysis[J]. Technometrics, 2012, 86(415): 830-833."
2,2017-09-05,research,ponsive Nanoparticles and Associated (Reversible) Polymorphism via Polymerization Ind
2,2017-09-05,research,氯化胆碱
2,2017-09-05,research,A Comparison between Robotic-assisted and Manual Implantation of Cementless Total Hip Arthroplasty
2,2017-09-05,research,石墨烯在航天领域应用进展
2,2017-09-05,research,Kinematic design of a 5-DOF hybrid robot with large workspace/Limb–Stroke ratio
2,2017-09-05,research,Method for Array Calibration in Hi曲·．Resolution Sensor Array Processi
2,2017-09-08,research,nonlinear method foe load transfer model of super -long pile in layered soid
2,2017-09-08,research,Method for finger vein feature segmentation based on multi-threshold fuzzy enhancement
2,2017-09-08,research,Development of customized innovative product using Fused Deposition Modeling technique of Rapid Prototyping and Investment Casting
2,2017-07-17,research,Polymersomes and Multicompartment Polymersomes Formed by the Interfacial Self-Assembly of Gold Nanoparticles and Amphiphilic Polymers
2,2017-07-17,research,"M. Rappaz, J.M. Drezet, M. Gremaud, A new hot-tearing criterion, Metall. Mater. Trans. 30A (1999) 449e455."
2,2017-08-24,research,Accuracy analysis of a 3-DOF mechanism with joint clearances under different working modes
2,2017-08-24,research,Type synthesis of a family of 3-DOF spherical parallel mechanisms using upper-lower combination and axis movement theorem
2,2017-08-24,research,Long Noncoding RNA MANTIS Facilitates Endothelial Angiogenic Function.
2,2017-07-17,research,Crystallographic nature of deformation bands shown in Zn and Mg-based long-period stacking ordered (LPSO) phase
2,2017-07-17,research,"Occurrence and removal of lidocaine, tramadol, venlafaxine,and their metabolites in German wastewater treatment plants。"
3,2017-09-04,research,Facial expression levels
2,2017-09-04,research,authoruri:(1d7d6bb6010457c) author:(梁金龙) 东北财经大学
4,2017-09-04,research,application de la projection thermique contre
2,2017-09-04,research,Distance-Dependent Surface Plasmon Resonance Coupling Between a Gold Grating Surface and Silver Nanoparticles
2,2017-09-04,research,Effect of Deposition Conditions on Thermodynamics and Morphology of CVD - SiC Deposition
2,2017-09-12,research,"Reverse osmosis desalination: water sources, technology, and today’s challenges."
2,2017-09-12,research,T分形
2,2017-09-12,research,Tight-binding calculations of band structure and conductance in graphene nano-ribbons
2,2017-09-12,research,"X.H. Huang: Principal of Iron and Steel Metallurgy, 3rd ed., Metallurgical Industry Press, Beijing, 2002, pp. 91–95."
5,2017-08-24,research,zhang pei
2,2017-08-24,research,Simple and high efficiency phosphorescence organic light-emitting diodes with codeposited copper(I) emitter
2,2017-08-24,research,高温液态金属粘度计的研制
2,2017-08-24,research,Structural synthesis of a class of 3-DOF wrist mechanisms with redundantly-actuated closed-loop units
3,2017-08-24,research,ca.
2,2017-08-24,research,碳纳米管非线性光学性质的研究
2,2017-08-24,research,Electrochemical reduction of CO2 on highly porous tin foam electrodes
2,2017-08-24,research,Passive targeted energy transfers and strong modal interactions in the dynamics of a thin plate with strongly nonlinear attachments
3,2017-08-24,research,Circ-ZNF609 Is a Circular RNA that Can Be Translated and Functions in Myogenesis
2,2017-07-18,research,Wei Chen Ti
2,2017-07-18,research,wear efficiency of oil-well casing expose to rotating
2,2017-07-18,research,Introducing human rights education in  the  Confucian  society  of  Taiwan:  Its  implications  for  ethical  leadership  in  education
2,2017-07-18,research,journaluri:(6eb562fa3ed2aec9) 《Acta Biomaterialia》
4,2017-07-18,research,properties hydrogels neural regeneration
2,2017-08-24,research,"Relationship of ses, living arrangements, and activities to perceived quality of life among elderly Chinese"
2,2017-08-24,research,Comparison of 3-DOF asymmetrical spherical parallel manipulators with respect to motion/force transmission and stiffness
2,2017-08-01,research,Enhancing Quantum Dot LED Efficiency by Tuning Electron Mobility in the ZnO Electron Transport Layer Authors
2,2017-08-01,research,"Y. Qi, T. Çag˘in, W.L. Johnson, W.A. Goddard III, J. Chem. Phys. 115 (2001) 385"
8,2017-08-01,research,Materials  property  relationship  for  modeling  the  behavior  of  asphalt-aggregate  mixtures in pavements
5,2017-09-06,research,马勇 陈雨露
4,2017-09-06,research,Liquidus Phase Relations in Portions of the System CaF 2-CaO-MgO-Al 2 O 3 in an Inert Atmosphere
2,2017-09-06,research,Runoff of pharmaceuticals and personal care products following application of biosolids to an agricultural field
2,2017-09-06,research,REMOVAL OF Pb(II) FROM AQUEOUS/ACIDIC SOLUTIONS BY USING BENTONITE AS AN ADSORBENT
2,2017-09-06,research,Trace Analysis of Antidepressant Pharmaceuticals and Their Select Degradates in Aquatic Matrixes by LC/ESI/MS/MS
2,2017-08-21,research,The impact of article length on the number of future
3,2017-08-21,research,CHARLS数据
4,2017-08-21,research,brand ecology
2,2017-08-21,research,journaluri:(dc92b936a9c43afa) 《IEEE Transactions on Pattern Analysis & Machine Intelligence》
2,2017-08-21,research,Understanding the lithiation of silicon and other alloying anodes for lithium-ion batteries.
2,2017-07-24,research,Colorimetry of total phenolics with phosphomolybdic-phosphotungstic acid reagents
2,2017-07-24,research,Hydroxycinnamic acid bound arabinoxylans from millet brans-structural features and antioxidant activity
2,2017-07-24,research,bezier dimensional
3,2017-07-24,research,An analytical thermo-poro-elasticity model for the mechanical responses of a wellbore and core during overcoring
2,2017-07-24,research,"‘A new quad-band bandpass filter using asymmetric stepped impedance resonators’,"
2,2017-07-24,research,‘Novel dual-band microwave filter using dual-capacitively-loaded cavity resonators
2,2017-08-25,research,A container yard storage strategy for improving land utilization and operation efficiency in a transshipment hub port
2,2017-08-25,research,Executive compensation in business groups: Evidence from China
2,2017-08-25,research,Retail Strategies for Extended Warranty Sales and Impact on Manufacturer Base Warranties
2,2017-07-28,research,Microcarrier
2,2017-07-28,research,Low-temperature flexible piezoelectric AlN capacitor integrated on ultra-flexible poly-Si TFT for advanced tactile sensing
2,2017-07-28,research,Spectral characteristics of dissolved organic matter in various agricultural soils throughout China
2,2017-07-23,research,Immersive virtual reality environment of a subway evacuation on a cloud for disaster preparedness and response training
2,2017-07-23,research,Asymptotic and resampling startegies for assessing and comparing indirect effects in multiple mediator model
2,2017-08-14,research,"K. Cherenack, T. Kinkeldei, C. Zysset, G. Tröster, IEEE Electron. Device Lett. 2010, 31, 740."
3,2017-08-14,research,Pancreas Segmentation in MRI using Graph based Data Fusion with Convolutional Neural Networks
