2,2017-07-25,paper,Nonholonomic Modeling of Needle Steering
2,2017-07-25,paper,The potential of organoids in urological cancer research
2,2017-07-25,paper,Removing Poisson noise from images in wavelet domain
2,2017-08-22,paper,Feature grid neural networks for curve partitioning
2,2017-08-22,paper,Drawing of self-reinforced cellulose films
2,2017-08-22,paper,Lubrication and Reliability Handbook 2010 Part 14 ppt
2,2017-09-04,paper,Boost K-Means
2,2017-09-04,paper,Advance Selling in the Presence of Experienced Consumers
2,2017-09-04,paper,Surface normal deformation in elastic quarter-space
2,2017-09-06,paper,Generating Steganographic Images via Adversarial Training
2,2017-09-06,paper,Research of gear contact based on Hertz contact theory
2,2017-09-13,paper,Modelling of Cutting Force and Robot Load during Machining
2,2017-09-13,paper,Structural determination of paraffin boiling points.
2,2017-08-21,paper,Cutaneous Penetration of Bisphenol A in Pig Skin
2,2017-08-21,paper,Dynamics of Stock Network Based on the Poisson Theory
2,2017-08-21,paper,Friction and wear of engineering materials
5,2017-07-19,paper,Experimental study of flow around polygonalu00a0cylinders
3,2017-07-19,paper,Simulation of Seismic Ground Motion Using Stochastic Waves
3,2017-08-17,paper,Superpixel segmentation using multiple SAR image products
2,2017-08-17,paper,Structure-measure: A New Way to Evaluate Foreground Maps
2,2017-08-04,paper,Analyzing the degree of conflict among belief functions
2,2017-08-04,paper,Degenerate Turán problems for hereditary properties
2,2017-07-19,paper,Force-Field Compensation in a Manual Tracking Task
2,2017-07-19,paper,Structure of the reaction zone of a two-phase detonation
2,2017-09-13,paper,Learning Hierarchical Features for Scene Labeling
2,2017-09-13,paper,FAKTOR RISIKO KEJADIAN HEMORRHOID PADA USIA 21-30 TAHUN
2,2017-09-02,paper,Coefficient-based clusteringCOEFFICIENT-BASED CLUSTERING
2,2017-09-02,paper,Recursive Identification of MIMO Wiener Systems
2,2017-08-07,paper,Sustainable Growth Requires Wiser Energy Use
2,2017-08-07,paper,Raising Harmonic Variation of Arterial Pulse in Dying Rats
2,2017-09-04,paper,Sessile droplets for chemical and biological assays
2,2017-09-04,paper,Compressive sensing MRI with wavelet tree sparsity
2,2017-07-27,paper,Reason and Rationalization: A Theory of Modern Play.
2,2017-07-27,paper,Microfluidic Chemical Sensor based on SIW Cavity
4,2017-07-28,paper,Elastic Modulus Prediction of Asphalt Concrete
6,2017-07-28,paper,Indoor Segmentation and Support Inference from RGBD Images
2,2017-08-01,paper,Analysis of Integrated and Cointegrated Time Series with R
2,2017-08-01,paper,Uncovering the Skewness News Impact Curve
2,2017-09-07,paper,China and Africa: The New Neocolonialism?
2,2017-09-07,paper,Learning Deconvolution Network for Semantic Segmentation
2,2017-09-06,paper,IN-PLANE FREE VIBRATION OF CURVED BEAMS
2,2017-09-06,paper,Frame alignment method for cross-lingual voice conversion
2,2017-07-28,paper,Semiparametric principal component analysis
2,2017-07-28,paper,Nonparametric Regression and Generalized Linear Models
2,2017-07-27,paper,Butanedimide Cyanide-free Silver Plating
2,2017-07-27,paper,Nonparametric Regression and Generalized Linear Models
2,2017-08-24,paper,Immersive virtual training for substation electricians
4,2017-08-24,paper,Sulfide capacities of CaO-FeO-SiO/sub 2/ slags
3,2017-07-22,paper,Approximation by Smooth Multivariate Splines
3,2017-07-22,paper,Artificial Intelligence Application
6,2017-07-22,paper,Reachability Map of Dual-arm Robot
2,2017-08-06,paper,Research progress on wear of materials
2,2017-08-06,paper,Analysis of Irregular Sampling for Color Interpolation
2,2017-08-18,paper,4.19–Radical Ring-Opening Polymerization
2,2017-08-18,paper,Non-Newtonian effects on lubricant thin film flows
2,2017-07-23,paper,Resistance of Alkanethiol Molecular Wires
2,2017-07-23,paper,Effectuation: Elements of Entrepreneurial Expertise
9,2017-09-05,paper,Neural attention mechanisms for malware analysis
2,2017-09-05,paper,Snakes Active contours models for boundary detection
2,2017-09-05,paper,Finding action tubes
2,2017-09-13,paper,Bacteria and lignin degradation
2,2017-09-13,paper,A Study of Herd Behavior Based on the Chinese Stock Market
2,2017-08-25,paper,Type Synthesis of 3-DOF RPR-Equivalent Parallel Mechanisms
2,2017-08-25,paper,The techniques of tablet weaving
2,2017-07-18,paper,A history of business education
2,2017-07-18,paper,Resonant Field Enhancements from Metal Nanoparticle Arrays
3,2017-08-21,paper,Changes of Surface Topography During Running-In Process
2,2017-08-21,paper,70th steelmaking conference proceedings
2,2017-09-06,paper,European Review of Contract Law
2,2017-09-06,paper,The equations of radiation hydrodynamics
2,2017-09-06,paper,Fixed point free action on groups of odd order
3,2017-08-23,paper,Group Sparsity in Nonnegative Matrix Factorization
2,2017-08-23,paper,Electrically conductive pigmentary platelets
2,2017-08-06,paper,Piezoelectric Materials for High Temperature Sensor
3,2017-08-06,paper,Triangular reductions of 2D Toda hierarchy
4,2017-08-27,paper,Memory-switching in amorphous carbon films
2,2017-08-27,paper,Balanced topology to cancel Tx leakage in CW radar
2,2017-08-29,paper,Speculative Investor Behavior and Learning
2,2017-08-29,paper,A unified approach to form error evaluation
2,2017-08-06,paper,Optical Analysis of Ball Bearing Starvation
2,2017-08-06,paper,"Printed Circuits Handbook, Seventh Edition"
5,2017-07-14,paper,Crystal Structure of Calcium Dialuminate
3,2017-07-14,paper,Handbook of the thermodynamics of organic compounds
4,2017-08-21,paper,Chapter 4–Electrostatic Actuation
3,2017-08-21,paper,Microsphere-Based Scaffolds in Regenerative Engineering
3,2017-07-22,paper,Thermally driven optical switching in Bi nanostructures
4,2017-07-22,paper,Reachability Map of PMC22 robot arm
4,2017-08-31,paper,Automated micropipette aspiration of single cells.
2,2017-08-31,paper,Malicious Data Attacks on the Smart Grid
2,2017-08-17,paper,- 3D Fibre Reinforced Polymer Composites
3,2017-08-17,paper,Interactive virtual try-on clothing design systems
2,2017-07-31,paper,ber Untersuchungen zur ausgebildeten Turbulenz
2,2017-07-31,paper,Graphene: Corrosion-Inhibiting Coating
3,2017-09-11,paper,Synchronization in Complex Networks
2,2017-09-11,paper,DeepPose: Human Pose Estimation via Deep Neural Networks
2,2017-09-04,paper,k-variates++: more pluses in the k-means++
2,2017-09-04,paper,Dynamical systems III / V. I. Arnold (ed.)
2,2017-08-03,paper,Numerical Modelling of Eulerian Two-Phase Gas-Solid Flow
2,2017-08-03,paper,The era of carbon allotropes
2,2017-09-05,paper,Character Theory and Length Problems
2,2017-09-05,paper,On sharing secrets and Reed-Solomon codes
2,2017-09-05,paper,Lipolytic enzyme
2,2017-07-28,paper,Attractors for equations of mathematical physics
2,2017-07-28,paper,"Binary Alloy Phase Diagrams, Vol. 1"
3,2017-09-11,paper,Underwater Robotics
2,2017-09-11,paper,Qualitative analysis of discrete-time switched systems
2,2017-09-11,paper,Sons and Mothers
2,2017-07-18,paper,"Schooling, Experience and Earnings*"
2,2017-07-18,paper,Perovskites : Modern and Ancient / R.H. Mitchell
2,2017-07-28,paper,Some heuristics about spline smoothing
2,2017-07-28,paper,The theory of splines and their applications /
2,2017-07-27,paper,Formation of Manganese Sulfide in Steel
2,2017-07-27,paper,WHAD: Wikipedia historical attributes data
2,2017-07-25,paper,Identity Mappings in Deep Residual Networks
2,2017-07-25,paper,How computer games help children learn
2,2017-08-23,paper,Integrated framework for reverse logistics
2,2017-08-23,paper,Salen-Based Covalent Organic Framework.
2,2017-07-20,paper,Principles of computational fluid dynamics
2,2017-07-20,paper,Reversible Insertion of Sodium in Tin
2,2017-08-01,paper,Image information and visual quality.
2,2017-08-01,paper,A symmetric algorithm for Toeplitz systems
2,2017-07-26,paper,Smart nanosensors for pesticide detection
